source,source_id,period,duration,depth,radius,eqt,insol,st_teff,st_logg,st_rad,ra,dec,label,label_raw,mission_code
,10797460,9.48803557,2.9575,616.0,2.26,793.0,93.59,5455.0,4.467,0.927,291.93423,48.141651,candidate,CANDIDATE,KEPLER
,10797460,54.4183827,4.507,875.0,2.83,443.0,9.11,5455.0,4.467,0.927,291.93423,48.141651,candidate,CANDIDATE,KEPLER
,10811496,19.89913995,1.7822,10800.0,14.6,638.0,39.3,5853.0,4.544,0.868,297.00482,48.134129,candidate,CANDIDATE,KEPLER
,10848459,1.736952453,2.40641,8080.0,33.46,1395.0,891.96,5805.0,4.564,0.791,285.53461,48.28521,false_positive,FALSE POSITIVE,KEPLER
,10854555,2.525591777,1.6545,603.0,2.75,1406.0,926.16,6031.0,4.438,1.046,288.75488,48.2262,candidate,CANDIDATE,KEPLER
,10872983,11.09432054,4.5945,1520.0,3.9,835.0,114.81,6046.0,4.486,0.972,296.28613,48.22467,candidate,CANDIDATE,KEPLER
,10872983,4.13443512,3.1402,686.0,2.77,1160.0,427.65,6046.0,4.486,0.972,296.28613,48.22467,candidate,CANDIDATE,KEPLER
,10872983,2.56658897,2.429,227.0,1.59,1360.0,807.74,6046.0,4.486,0.972,296.28613,48.22467,candidate,CANDIDATE,KEPLER
,6721123,7.36178958,5.022,234.0,39.21,1342.0,767.22,6227.0,3.986,1.958,298.86435,42.151569,false_positive,FALSE POSITIVE,KEPLER
,10910878,16.06864674,3.5347,4910.0,5.76,600.0,30.75,5031.0,4.485,0.848,286.99948,48.37579,candidate,CANDIDATE,KEPLER
,11446443,2.470613377,1.74319,14200.0,13.04,1339.0,761.46,5820.0,4.457,0.964,286.80847,49.316399,candidate,CANDIDATE,KEPLER
,10666592,2.204735417,3.88864,6670.0,16.1,2048.0,4148.92,6440.0,4.019,1.952,292.24728,47.969521,candidate,CANDIDATE,KEPLER
,6922244,3.522498429,3.19843,9150.0,14.59,1521.0,1264.67,6225.0,4.169,1.451,281.28812,42.45108,candidate,CANDIDATE,KEPLER
,10984090,3.709214104,2.6302,131.0,1.16,1206.0,500.46,5833.0,4.407,1.022,295.64871,48.49556,candidate,CANDIDATE,KEPLER
,10419211,11.52144606,3.6399,18000.0,150.51,753.0,75.88,5795.0,4.554,0.848,297.07993,47.597401,false_positive,FALSE POSITIVE,KEPLER
,10464078,19.40393776,12.2155,8920.0,7.18,523.0,17.69,5043.0,4.591,0.68,289.25821,47.635319,false_positive,FALSE POSITIVE,KEPLER
,10480982,19.22138894,4.79843,74300.0,49.29,698.0,55.97,6117.0,4.496,0.947,295.81454,47.69035,false_positive,FALSE POSITIVE,KEPLER
,10485250,16.46983774,9.4378,10500.0,7.94,595.0,29.61,5152.0,4.517,0.786,297.15442,47.668701,false_positive,FALSE POSITIVE,KEPLER
,10526549,9.27358173,3.2875,1290.0,2.47,649.0,41.85,4856.0,4.583,0.696,288.13824,47.724449,candidate,CANDIDATE,KEPLER
,10583066,6.02930329,1.5821,1910.0,2.85,678.0,50.04,4537.0,4.648,0.672,283.71088,47.86327,candidate,CANDIDATE,KEPLER
,10583180,2.696370652,3.6129,398.0,1.58,1066.0,305.34,4989.0,4.504,0.819,283.76547,47.804298,false_positive,FALSE POSITIVE,KEPLER
,10601284,5.349553819,3.0278,831.0,2.55,919.0,168.99,5185.0,4.44,0.91,292.37613,47.880989,candidate,CANDIDATE,KEPLER
,10601284,3.94105221,2.5984,363.0,1.7,1018.0,253.15,5185.0,4.44,0.91,292.37613,47.880989,candidate,CANDIDATE,KEPLER
,10601284,8.10904807,3.596,217.0,1.3,800.0,97.03,5185.0,4.44,0.91,292.37613,47.880989,candidate,CANDIDATE,KEPLER
,2306756,386.6030528,6.8057,24900.0,41.5,297.0,1.84,5543.0,4.081,1.58,292.27374,37.671558,false_positive,FALSE POSITIVE,KEPLER
,10662202,21.67699193,3.4555,857.0,2.95,530.0,18.64,4954.0,4.5,0.828,290.46512,47.92918,candidate,CANDIDATE,KEPLER
,10682541,4.99677968,2.1717,935.0,2.78,917.0,166.95,5339.0,4.552,0.847,297.80826,47.946671,candidate,CANDIDATE,KEPLER
,11460018,4.280963604,2.875,751.0,2.3,1012.0,247.87,5644.0,4.564,0.831,294.26581,49.314091,candidate,CANDIDATE,KEPLER
,11463211,1.50635409,1.5155,2210.0,4.53,1452.0,1054.12,5714.0,4.563,0.831,295.66522,49.351009,false_positive,FALSE POSITIVE,KEPLER
,11465813,670.645531,53.412,18100.0,14.14,196.0,0.35,5520.0,4.466,0.983,296.69861,49.316479,false_positive,FALSE POSITIVE,KEPLER
,11493732,61.2563628,7.633,5120.0,39.87,505.0,15.43,6144.0,4.402,1.091,283.72592,49.479519,false_positive,FALSE POSITIVE,KEPLER
,11507101,38.3775486,5.588,724.0,2.82,529.0,18.53,5481.0,4.369,1.036,291.72202,49.480869,candidate,CANDIDATE,KEPLER
,10910878,41.19725502,4.6297,2210.0,3.86,439.0,8.76,5031.0,4.485,0.848,286.99948,48.37579,candidate,CANDIDATE,KEPLER
,10910878,6.252962249,2.5819,1040.0,2.65,823.0,108.3,5031.0,4.485,0.848,286.99948,48.37579,candidate,CANDIDATE,KEPLER
,10987985,16.01308419,3.2554,1120.0,3.1,593.0,29.31,5015.0,4.499,0.826,297.02563,48.478588,candidate,CANDIDATE,KEPLER
,11018648,32.62876672,4.7971,1800.0,3.36,506.0,15.55,5586.0,4.56,0.798,285.71854,48.505859,candidate,CANDIDATE,KEPLER
,11018648,91.7732862,6.473,652.0,2.12,359.0,3.92,5586.0,4.56,0.798,285.71854,48.505859,candidate,CANDIDATE,KEPLER
,11138155,4.959319244,2.22739,9800.0,12.21,1103.0,349.4,5712.0,4.359,1.082,292.16705,48.727589,candidate,CANDIDATE,KEPLER
,11152159,2.701287801,3.3827,860.0,6.54,1222.0,527.81,5550.0,4.468,0.91,297.92365,48.777321,false_positive,FALSE POSITIVE,KEPLER
,11153539,4.49876511,3.7362,460.0,2.1,1133.0,389.62,6075.0,4.486,0.969,298.45685,48.791592,candidate,CANDIDATE,KEPLER
,11242721,19.65120951,5.2514,11800.0,12.42,730.0,67.03,6074.0,4.391,1.063,291.0939,48.933842,false_positive,FALSE POSITIVE,KEPLER
,9579641,5.412203927,2.9472,602.0,2.94,1093.0,337.68,5779.0,4.339,1.087,287.88733,46.276241,candidate,CANDIDATE,KEPLER
,11304958,41.43958662,10.5989,2790.0,5.5,516.0,16.72,5468.0,4.367,1.046,295.55505,49.017342,candidate,CANDIDATE,KEPLER
,11391957,8.35389523,2.2514,1040.0,2.52,790.0,91.9,5592.0,4.582,0.787,285.49924,49.277351,candidate,CANDIDATE,KEPLER
,11403044,4.125543472,3.1744,1490.0,4.43,1243.0,565.35,6174.0,4.417,1.103,291.93616,49.253979,candidate,CANDIDATE,KEPLER
,11414511,2.816504904,2.50587,16800.0,12.21,1219.0,521.13,5532.0,4.452,0.955,297.01547,49.225288,candidate,CANDIDATE,KEPLER
,11442465,33.93373447,14.561,8500.0,7.34,430.0,8.11,5040.0,4.628,0.705,284.17233,49.360722,false_positive,FALSE POSITIVE,KEPLER
,12110942,3.689920099,2.6557,427.0,1.89,1147.0,408.99,5880.0,4.518,0.917,291.62241,50.61824,candidate,CANDIDATE,KEPLER
,12366084,4.431238488,3.15,1010.0,3.25,1104.0,351.23,5714.0,4.428,1.015,295.81616,51.121738,candidate,CANDIDATE,KEPLER
,12366084,11.37936986,2.6255,1020.0,3.95,806.0,99.68,5714.0,4.428,1.015,295.81616,51.121738,candidate,CANDIDATE,KEPLER
,12404086,26.39432897,3.573,1510.0,3.07,489.0,13.49,5129.0,4.595,0.763,289.39972,51.25032,candidate,CANDIDATE,KEPLER
,8395660,13.57078281,3.3539,512.0,2.64,785.0,89.61,5854.0,4.406,1.012,300.86398,44.337551,candidate,CANDIDATE,KEPLER
,9579641,7.12594387,3.0014,192.0,1.79,997.0,233.31,5779.0,4.339,1.087,287.88733,46.276241,candidate,CANDIDATE,KEPLER
,11656840,7.442652004,2.3078,24400.0,15.03,967.0,206.78,6108.0,4.469,0.956,288.98682,49.733742,false_positive,FALSE POSITIVE,KEPLER
,11754553,16.38489988,3.0249,1130.0,2.0,433.0,8.35,4126.0,4.661,0.615,286.73804,49.97575,candidate,CANDIDATE,KEPLER
,11754553,7.8774163,2.0805,1310.0,2.16,553.0,22.18,4126.0,4.661,0.615,286.73804,49.97575,candidate,CANDIDATE,KEPLER
,11754553,36.4454001,4.007,1120.0,1.99,332.0,2.88,4126.0,4.661,0.615,286.73804,49.97575,candidate,CANDIDATE,KEPLER
,11812062,3.728732147,2.683,5230.0,6.02,1023.0,258.34,5497.0,4.577,0.809,290.78574,50.054119,candidate,CANDIDATE,KEPLER
,11818800,40.4195037,3.362,6260.0,7.51,467.0,11.29,5446.0,4.507,0.781,294.31686,50.080231,candidate,CANDIDATE,KEPLER
,11853255,2.243380573,1.1196,822.0,1.99,822.0,107.6,4149.0,4.698,0.564,285.17621,50.149818,candidate,CANDIDATE,KEPLER
,11909839,10.40599802,6.5036,14500.0,11.23,833.0,113.94,5746.0,4.393,0.924,289.23553,50.241001,false_positive,FALSE POSITIVE,KEPLER
,11918099,2.337437946,1.9982,971.0,2.34,1070.0,311.16,5005.0,4.595,0.765,293.83331,50.23035,candidate,CANDIDATE,KEPLER
,11918099,7.2406612,0.558,556.0,19.45,734.0,68.63,5005.0,4.595,0.765,293.83331,50.23035,candidate,CANDIDATE,KEPLER
,9579641,3.43591631,3.133,23.2,0.55,1272.0,617.61,5779.0,4.339,1.087,287.88733,46.276241,candidate,CANDIDATE,KEPLER
,11923270,11.59822233,2.5237,2800.0,2.65,396.0,5.82,3688.0,4.79,0.473,296.22195,50.28722,candidate,CANDIDATE,KEPLER
,11960862,6.575315881,4.3084,2790.0,5.31,1015.0,251.38,5992.0,4.415,0.989,290.09805,50.321609,candidate,CANDIDATE,KEPLER
,12020329,7.275040844,7.5377,3000.0,4.86,833.0,113.64,5485.0,4.556,0.867,295.45529,50.49456,candidate,CANDIDATE,KEPLER
,12066335,19.27153892,2.7594,1220.0,1.93,393.0,5.66,4077.0,4.702,0.56,293.97336,50.53191,candidate,CANDIDATE,KEPLER
,12066335,10.06524317,1.369,1050.0,1.91,488.0,13.43,4077.0,4.702,0.56,293.97336,50.53191,candidate,CANDIDATE,KEPLER
,12070811,12.3935651,3.8896,917.0,2.66,677.0,49.68,5557.0,4.603,0.75,296.02133,50.56778,candidate,CANDIDATE,KEPLER
,8395660,43.84439721,6.802,615.0,2.87,531.0,18.77,5854.0,4.406,1.012,300.86398,44.337551,candidate,CANDIDATE,KEPLER
,3120431,3.341913228,3.813,725.0,21.55,1032.0,268.67,5295.0,4.551,0.811,292.31595,38.27029,false_positive,FALSE POSITIVE,KEPLER
,3246984,1.626630225,2.1145,1620.0,32.43,1547.0,1355.88,5735.0,4.41,0.973,294.36819,38.31028,false_positive,FALSE POSITIVE,KEPLER
,3342970,2.711504086,3.0099,838.0,3.12,1420.0,960.79,6214.0,4.442,1.076,291.65353,38.494659,candidate,CANDIDATE,KEPLER
,3342970,7.21203748,4.0491,950.0,3.32,1025.0,260.58,6214.0,4.442,1.076,291.65353,38.494659,candidate,CANDIDATE,KEPLER
,12459725,14.1798187,2.505,460.0,1.88,711.0,60.35,5799.0,4.539,0.878,291.0448,51.321671,false_positive,FALSE POSITIVE,KEPLER
,12470844,8.47237911,2.7245,1120.0,2.59,751.0,75.44,5354.0,4.587,0.788,296.36652,51.319519,candidate,CANDIDATE,KEPLER
,12470844,60.4189369,5.039,931.0,2.36,390.0,5.49,5354.0,4.587,0.788,296.36652,51.319519,candidate,CANDIDATE,KEPLER
,12644822,12.61190435,5.1497,6110.0,7.4,753.0,76.15,5795.0,4.508,0.919,289.11221,51.737381,candidate,CANDIDATE,KEPLER
,2440757,1.433769925,1.8868,1980.0,46.58,1920.0,3209.29,6017.0,4.22,1.339,290.84369,37.728828,false_positive,FALSE POSITIVE,KEPLER
,2445129,10.31872301,3.836,872.0,28.59,876.0,139.26,5927.0,4.409,1.06,291.84891,37.713501,false_positive,FALSE POSITIVE,KEPLER
,2713049,2.539183147,2.4282,382.0,2.06,1332.0,743.09,5519.0,4.35,1.062,291.43997,37.905659,candidate,CANDIDATE,KEPLER
,3114167,6.770300385,2.0844,1300.0,2.77,812.0,102.87,5653.0,4.656,0.679,290.87051,38.273628,candidate,CANDIDATE,KEPLER
,3114661,0.444291966,2.0792,11000.0,27.51,1836.0,2706.26,5255.0,4.678,0.636,290.99689,38.28492,false_positive,FALSE POSITIVE,KEPLER
,3115833,10.181584,3.5089,5740.0,7.73,812.0,102.91,5988.0,4.541,0.836,291.28195,38.241669,candidate,CANDIDATE,KEPLER
,4139816,20.06036336,3.3203,1490.0,1.96,361.0,4.0,3950.0,4.754,0.493,286.07913,39.27832,candidate,CANDIDATE,KEPLER
,4139816,46.1842039,4.758,1390.0,1.83,273.0,1.32,3950.0,4.754,0.493,286.07913,39.27832,candidate,CANDIDATE,KEPLER
,8395660,23.9800854,5.351,104.0,1.31,649.0,41.94,5854.0,4.406,1.012,300.86398,44.337551,candidate,CANDIDATE,KEPLER
,4139816,7.82502168,2.186,521.0,1.2,494.0,14.05,3950.0,4.754,0.493,286.07913,39.27832,candidate,CANDIDATE,KEPLER
,4275191,3.895936525,2.3111,8540.0,7.34,1005.0,241.62,5557.0,4.592,0.774,294.65524,39.308361,candidate,CANDIDATE,KEPLER
,4476123,22.36646466,5.228,987.0,2.32,536.0,19.45,5395.0,4.615,0.734,294.71063,39.52174,candidate,CANDIDATE,KEPLER
,3351888,1.625522174,2.38963,7970.0,9.73,1579.0,1467.41,5539.0,4.322,1.106,293.87192,38.422939,candidate,CANDIDATE,KEPLER
,3453214,19.62034692,2.0038,21700.0,13.6,643.0,40.39,5710.0,4.492,0.905,293.81619,38.563568,candidate,CANDIDATE,KEPLER
,3554600,7.544039,6.222,323.0,17.47,838.0,116.46,5657.0,4.567,0.824,293.94116,38.601101,false_positive,FALSE POSITIVE,KEPLER
,3641726,9.02930689,3.1449,1020.0,2.57,757.0,77.75,5349.0,4.526,0.82,290.33362,38.72823,candidate,CANDIDATE,KEPLER
,3734868,10.32803571,7.7915,16900.0,13.28,843.0,119.31,5627.0,4.359,1.024,287.69675,38.886452,false_positive,FALSE POSITIVE,KEPLER
,3832474,143.2063047,8.9302,10600.0,8.9,308.0,2.14,5485.0,4.556,0.867,285.28363,38.947281,candidate,CANDIDATE,KEPLER
,8395660,6.164876,3.262,55.8,0.79,1021.0,256.35,5854.0,4.406,1.012,300.86398,44.337551,candidate,CANDIDATE,KEPLER
,3832474,60.32494216,6.6188,20300.0,12.19,411.0,6.77,5485.0,4.556,0.867,285.28363,38.947281,candidate,CANDIDATE,KEPLER
,3832474,29.1598615,4.803,488.0,1.91,524.0,17.85,5485.0,4.556,0.867,285.28363,38.947281,candidate,CANDIDATE,KEPLER
,3836375,1.540397253,2.1541,816.0,25.69,1470.0,1105.68,5663.0,4.53,0.915,286.92639,38.921631,false_positive,FALSE POSITIVE,KEPLER
,3838486,2.99025443,5.414,589.0,1.7,918.0,168.45,4667.0,4.578,0.731,287.74881,38.92955,false_positive,FALSE POSITIVE,KEPLER
,3935914,1.594745374,1.9604,15000.0,11.3,1539.0,1329.42,5934.0,4.491,0.893,285.21381,39.027481,candidate,CANDIDATE,KEPLER
,3940418,4.783002698,2.335,1010.0,2.5,886.0,145.48,5170.0,4.574,0.807,287.09399,39.060719,candidate,CANDIDATE,KEPLER
,4049131,20.50588921,4.0595,2110.0,3.41,518.0,17.06,4905.0,4.544,0.761,289.31543,39.153278,candidate,CANDIDATE,KEPLER
,4139816,3.340218842,1.9104,1630.0,2.03,656.0,43.73,3950.0,4.754,0.493,286.07913,39.27832,candidate,CANDIDATE,KEPLER
,5287983,2.507089906,2.0067,1340.0,30.26,1326.0,730.47,5926.0,4.506,0.939,295.37805,40.493401,false_positive,FALSE POSITIVE,KEPLER
,5358241,18.64932728,4.4056,894.0,3.12,701.0,57.13,5775.0,4.405,1.053,290.46176,40.562462,candidate,CANDIDATE,KEPLER
,10875245,4.90144976,4.1654,141.0,1.7,1262.0,598.74,5847.0,4.191,1.402,297.02826,48.208611,candidate,CANDIDATE,KEPLER
,5358241,9.75192101,4.793,418.0,2.76,870.0,135.66,5775.0,4.405,1.053,290.46176,40.562462,candidate,CANDIDATE,KEPLER
,5358241,38.5576546,5.794,993.0,4.02,550.0,21.71,5775.0,4.405,1.053,290.46176,40.562462,candidate,CANDIDATE,KEPLER
,5358624,3.525632539,2.59959,22300.0,11.58,975.0,213.12,5150.0,4.572,0.793,290.58173,40.5774,candidate,CANDIDATE,KEPLER
,4544670,34.84398644,2.9315,4520.0,7.61,511.0,16.1,5509.0,4.482,0.871,285.92001,39.624828,candidate,CANDIDATE,KEPLER
,4664847,7.748094239,3.5957,2470.0,5.52,964.0,204.39,5973.0,4.439,1.085,294.4899,39.771439,candidate,CANDIDATE,KEPLER
,4725681,23.96793669,3.827,1180.0,1.8,329.0,2.77,3747.0,4.728,0.524,283.86639,39.898079,candidate,CANDIDATE,KEPLER
,4725681,8.29561738,1.3421,824.0,1.82,469.0,11.39,3747.0,4.728,0.524,283.86639,39.898079,candidate,CANDIDATE,KEPLER
,4913852,8.11437482,2.2736,1560.0,2.1,460.0,10.55,3692.0,4.753,0.517,288.81201,40.033401,candidate,CANDIDATE,KEPLER
,4932348,38.03672948,4.34617,82900.0,27.5,500.0,14.81,5575.0,4.521,0.932,294.14789,40.055538,false_positive,FALSE POSITIVE,KEPLER
,4936180,4.64090031,35.512,2450.0,30.09,1155.0,421.08,6463.0,4.5,0.826,295.11371,40.071171,candidate,CANDIDATE,KEPLER
,11913073,3.747838198,5.0642,616.0,13.65,1031.0,266.76,5514.0,4.569,0.826,291.06152,50.265129,false_positive,FALSE POSITIVE,KEPLER
,10875245,14.74914825,6.0995,430.0,2.89,874.0,137.91,5847.0,4.191,1.402,297.02826,48.208611,candidate,CANDIDATE,KEPLER
,5021899,21.81295996,4.3791,1180.0,3.38,639.0,39.33,5601.0,4.41,0.999,294.77686,40.15374,candidate,CANDIDATE,KEPLER
,5077629,7.91936937,3.3148,15100.0,10.34,814.0,104.0,5690.0,4.588,0.776,283.53845,40.217999,false_positive,FALSE POSITIVE,KEPLER
,5115978,1.028436523,1.8606,8100.0,72.77,1947.0,3400.48,6228.0,4.428,0.99,296.00699,40.295429,candidate,CANDIDATE,KEPLER
,5164255,15.37562369,3.3169,15300.0,11.01,600.0,30.54,4986.0,4.496,0.833,283.25354,40.358189,candidate,CANDIDATE,KEPLER
,5252423,8.10363271,3.161,888.0,2.11,687.0,52.82,4861.0,4.574,0.732,283.22141,40.421829,candidate,CANDIDATE,KEPLER
,5252423,4.71510843,2.506,418.0,1.46,823.0,108.84,4861.0,4.574,0.732,283.22141,40.421829,candidate,CANDIDATE,KEPLER
,5272878,6.365839713,2.9721,781.0,2.44,914.0,165.33,5776.0,4.554,0.849,291.14951,40.420521,candidate,CANDIDATE,KEPLER
,5283542,5.97581754,3.065,962.0,3.86,1047.0,284.25,6108.0,4.471,0.997,294.22397,40.417858,false_positive,FALSE POSITIVE,KEPLER
,5649215,2.446737317,4.7211,1180.0,26.25,1261.0,597.19,5764.0,4.548,0.863,298.96112,40.862808,false_positive,FALSE POSITIVE,KEPLER
,5651104,3.04033046,1.8411,10900.0,8.99,1021.0,257.29,5035.0,4.519,0.791,299.3161,40.82238,candidate,CANDIDATE,KEPLER
,5792202,15.33528675,3.897,3080.0,5.0,610.0,32.67,5251.0,4.581,0.817,292.23676,41.08588,candidate,CANDIDATE,KEPLER
,10875245,7.95825328,4.377,50.0,1.06,1074.0,314.15,5847.0,4.191,1.402,297.02826,48.208611,candidate,CANDIDATE,KEPLER
,5792202,31.33046135,5.176,5070.0,6.5,481.0,12.61,5251.0,4.581,0.817,292.23676,41.08588,candidate,CANDIDATE,KEPLER
,5370302,3.9043425,3.831,16200.0,12.28,1104.0,351.05,5810.0,4.526,0.898,294.05676,40.549679,false_positive,FALSE POSITIVE,KEPLER
,5372966,9.286358079,3.49949,44800.0,17.61,796.0,95.03,5670.0,4.523,0.821,294.74396,40.53392,false_positive,FALSE POSITIVE,KEPLER
,5376067,3.951405455,2.1862,2450.0,31.44,1133.0,388.71,6046.0,4.539,0.869,295.50439,40.505489,false_positive,FALSE POSITIVE,KEPLER
,5436502,23.65369415,8.2183,3340.0,7.89,731.0,67.65,5739.0,4.191,1.384,287.89713,40.637821,candidate,CANDIDATE,KEPLER
,5436502,13.23352214,6.7372,505.0,3.06,888.0,146.67,5739.0,4.191,1.384,287.89713,40.637821,candidate,CANDIDATE,KEPLER
,5436502,6.15560285,4.9843,285.0,2.32,1146.0,406.94,5739.0,4.191,1.384,287.89713,40.637821,candidate,CANDIDATE,KEPLER
,5436502,2.090811305,3.388,116.0,1.62,1642.0,1718.04,5739.0,4.191,1.384,287.89713,40.637821,candidate,CANDIDATE,KEPLER
,10875245,3.180027898,3.5797,120.0,1.53,1458.0,1066.86,5847.0,4.191,1.402,297.02826,48.208611,candidate,CANDIDATE,KEPLER
,5436502,50.4467417,7.159,370.0,2.67,568.0,24.64,5739.0,4.191,1.384,287.89713,40.637821,candidate,CANDIDATE,KEPLER
,5456651,11.76307164,2.9076,1040.0,2.35,616.0,33.99,4959.0,4.603,0.756,294.20215,40.66341,candidate,CANDIDATE,KEPLER
,5456651,56.2279271,3.57,863.0,2.37,366.0,4.22,4959.0,4.603,0.756,294.20215,40.66341,candidate,CANDIDATE,KEPLER
,5481416,2.384052875,3.0918,1270.0,17.06,1010.0,244.87,4794.0,4.58,0.701,299.64285,40.691238,false_positive,FALSE POSITIVE,KEPLER
,5531576,7.953547,2.6312,875.0,2.25,696.0,55.37,4768.0,4.536,0.779,291.15878,40.750271,candidate,CANDIDATE,KEPLER
,5531576,4.14451656,2.3421,392.0,1.48,864.0,132.08,4768.0,4.536,0.779,291.15878,40.750271,candidate,CANDIDATE,KEPLER
,5534814,4.859386384,2.2757,6040.0,38.33,1114.0,364.23,6072.0,4.47,0.988,292.21436,40.759762,false_positive,FALSE POSITIVE,KEPLER
,6291653,10.52629458,2.5211,9770.0,8.24,713.0,61.16,5386.0,4.553,0.793,293.87811,41.66177,candidate,CANDIDATE,KEPLER
,6392727,4.583520948,2.7055,3810.0,5.39,1038.0,274.98,5815.0,4.54,0.877,299.18686,41.74268,candidate,CANDIDATE,KEPLER
,6422070,3.76181843,3.5176,511.0,2.66,1121.0,372.62,5653.0,4.472,0.949,283.31638,41.83712,candidate,CANDIDATE,KEPLER
,6428700,8.20396958,2.9667,1020.0,3.01,742.0,71.5,5015.0,4.499,0.826,286.5657,41.808399,candidate,CANDIDATE,KEPLER
,6428700,14.49645186,4.016,648.0,3.01,613.0,33.48,5015.0,4.499,0.826,286.5657,41.808399,candidate,CANDIDATE,KEPLER
,5792202,6.54626149,2.75,656.0,2.19,810.0,101.78,5251.0,4.581,0.817,292.23676,41.08588,candidate,CANDIDATE,KEPLER
,5794379,12.71809866,3.0957,1150.0,2.31,562.0,23.6,4702.0,4.592,0.686,292.91312,41.060921,candidate,CANDIDATE,KEPLER
,5794379,36.06588163,4.3246,1560.0,2.64,397.0,5.88,4702.0,4.592,0.686,292.91312,41.060921,candidate,CANDIDATE,KEPLER
,5881688,4.190425659,2.8589,2880.0,6.21,1234.0,547.9,6073.0,4.392,1.135,293.49661,41.137589,candidate,CANDIDATE,KEPLER
,6022556,3.709870784,3.0694,2020.0,4.35,1151.0,415.1,5727.0,4.463,0.978,283.86441,41.346458,candidate,CANDIDATE,KEPLER
,6032497,16.3297527,6.271,1190.0,3.75,727.0,66.08,5878.0,4.444,0.987,288.51001,41.301769,candidate,CANDIDATE,KEPLER
,6061119,27.80756622,4.21587,25400.0,13.84,554.0,22.24,5862.0,4.584,0.785,296.88821,41.396091,candidate,CANDIDATE,KEPLER
,6191521,80.8723469,11.195,3600.0,7.59,452.0,9.88,5510.0,4.222,1.238,287.1543,41.565788,candidate,CANDIDATE,KEPLER
,6267425,3.166465862,2.9381,4360.0,26.82,954.0,196.31,4968.0,4.575,0.704,284.86929,41.679192,false_positive,FALSE POSITIVE,KEPLER
,3531558,24.99324319,5.9409,270.0,2.29,712.0,60.88,5718.0,4.181,1.317,287.36279,38.649601,candidate,CANDIDATE,KEPLER
,6276477,10.35533116,3.1775,751.0,2.47,777.0,86.22,5501.0,4.462,0.918,288.9942,41.633282,candidate,CANDIDATE,KEPLER
,6863998,16.08518937,3.984,1440.0,3.68,613.0,33.43,5239.0,4.523,0.826,292.10519,42.380322,candidate,CANDIDATE,KEPLER
,6867155,235.9986399,8.2284,20700.0,10.59,188.0,0.29,4245.0,4.627,0.657,293.00797,42.307201,candidate,CANDIDATE,KEPLER
,6948054,7.49018305,2.7297,1120.0,2.56,753.0,76.06,5103.0,4.562,0.787,291.63898,42.436321,candidate,CANDIDATE,KEPLER
,6948054,36.2761238,4.7865,1570.0,3.03,445.0,9.29,5103.0,4.562,0.787,291.63898,42.436321,candidate,CANDIDATE,KEPLER
,6948054,17.46087931,2.2641,812.0,2.32,568.0,24.6,5103.0,4.562,0.787,291.63898,42.436321,candidate,CANDIDATE,KEPLER
,6435936,56.0560754,4.685,1630.0,1.94,233.0,0.69,3593.0,4.757,0.491,289.50848,41.812119,candidate,CANDIDATE,KEPLER
,6522242,41.40831669,5.0264,22800.0,11.38,453.0,9.93,5522.0,4.586,0.747,291.76041,41.944069,candidate,CANDIDATE,KEPLER
,6526710,39.74893077,7.3051,15200.0,14.21,552.0,21.87,6122.0,4.487,0.964,293.17929,41.969238,candidate,CANDIDATE,KEPLER
,6587280,5.715425977,2.5242,908.0,2.47,850.0,123.03,5237.0,4.572,0.826,285.11047,42.033958,candidate,CANDIDATE,KEPLER
,9471974,49.18394185,11.3364,1650.0,8.2,669.0,47.4,5626.0,3.907,2.057,294.55917,46.062328,candidate,CANDIDATE,KEPLER
,6587280,20.0261412,1.611,421.0,2.28,559.0,23.14,5237.0,4.572,0.826,285.11047,42.033958,candidate,CANDIDATE,KEPLER
,6599919,13.61014819,2.594,5730.0,19.02,733.0,68.29,5697.0,4.46,0.903,289.89777,42.009151,candidate,CANDIDATE,KEPLER
,6675056,10.44331991,2.743,1160.0,2.66,667.0,46.94,4947.0,4.516,0.802,286.24356,42.148811,false_positive,FALSE POSITIVE,KEPLER
,6685526,2.237489571,1.8119,316.0,1.41,1160.0,427.17,5265.0,4.58,0.81,290.00757,42.116459,candidate,CANDIDATE,KEPLER
,6756669,5.851520671,3.11058,33000.0,14.62,901.0,155.89,5532.0,4.53,0.806,284.08731,42.233231,false_positive,FALSE POSITIVE,KEPLER
,6784235,3.167893418,2.1814,781.0,2.62,1221.0,526.23,5895.0,4.503,0.94,293.81647,42.212502,candidate,CANDIDATE,KEPLER
,6849310,4.311780262,2.7251,1150.0,3.11,1038.0,274.84,5527.0,4.484,0.927,287.24268,42.301369,candidate,CANDIDATE,KEPLER
,6849310,20.0504494,4.556,841.0,2.69,622.0,35.44,5527.0,4.484,0.927,287.24268,42.301369,candidate,CANDIDATE,KEPLER
,6849310,9.76734503,1.6585,569.0,2.67,791.0,92.46,5527.0,4.484,0.927,287.24268,42.301369,candidate,CANDIDATE,KEPLER
,6862328,119.0207044,8.1405,7430.0,8.98,366.0,4.25,5453.0,4.342,1.062,291.58377,42.36816,candidate,CANDIDATE,KEPLER
,9471974,190.3200468,15.284,1140.0,7.78,426.0,7.8,5626.0,3.907,2.057,294.55917,46.062328,candidate,CANDIDATE,KEPLER
,6862603,2.861159894,1.8832,1010.0,4.37,1355.0,797.1,6126.0,4.458,1.021,291.67172,42.343109,false_positive,FALSE POSITIVE,KEPLER
